sample_id,gc_content,seq_entropy,dist_to_consensus,antigenic_divergence,kmer_3_AAG,kmer_3_AGC,kmer_3_GCC,kmer_3_CCC,kmer_3_CCA,kmer_3_CAA,kmer_3_AAT,kmer_3_ATA,kmer_3_TAG,kmer_3_AGA,kmer_3_GAC,kmer_3_ACC,kmer_3_CAC,kmer_3_ACT,kmer_3_CTC,kmer_3_TCT,kmer_3_CTG,kmer_3_TGA,kmer_3_TGG,kmer_3_GGC,kmer_3_CCG,kmer_3_CGA,kmer_3_GAA,kmer_3_AGG,kmer_3_GGG,kmer_3_GGA,kmer_3_GAT,kmer_3_TAT,kmer_3_GCA,kmer_3_AAC,kmer_3_ACG,kmer_3_ACA,kmer_3_CAT,kmer_3_ATG,kmer_3_TGT,kmer_3_GTG,kmer_3_TGC,kmer_3_GCG,kmer_3_CGG,kmer_3_CCT,kmer_3_CTT,kmer_3_TTG,kmer_3_CAG,kmer_3_AGT,kmer_3_TTC,kmer_3_TCG,kmer_3_CGC,kmer_3_CGT,kmer_3_GTT,kmer_3_CTA,kmer_3_TAA,kmer_3_AAA,kmer_3_ATT,kmer_3_TTT,kmer_3_GAG,kmer_3_GTC,kmer_3_GTA,kmer_3_TAC,kmer_3_TCC,kmer_3_TTA,kmer_3_TCA,kmer_3_ATC,kmer_3_GCT,kmer_3_GGT,mean_site_entropy,max_site_entropy,n_variable_sites,epistatic_novelty,farm_id,collection_date,lat,lon,lat_scaled,lon_scaled,spatial_density,vaccinated_bin,heterologous_bin,age_at_vaccination_norm,age_at_challenge_norm,challenge_dose_norm,vax_KV,vax_MLV,vax_Subunit,vax_nan,umap_x,umap_y,umap3_x,umap3_y,umap3_z,risk_score
S0001,0.49917081260364843,1.9987854516998937,0.013266998341625208,0.0,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.013311148086522463,0.016638935108153077,0.019966722129783693,0.016638935108153077,0.019966722129783693,0.013311148086522463,0.011647254575707155,0.02329450915141431,0.019966722129783693,0.014975041597337771,0.016638935108153077,0.021630615640599003,0.024958402662229616,0.014975041597337771,0.018302828618968387,0.013311148086522463,0.018302828618968387,0.008319467554076539,0.016638935108153077,0.016638935108153077,0.018302828618968387,0.008319467554076539,0.013311148086522463,0.009983361064891847,0.018302828618968387,0.014975041597337771,0.018302828618968387,0.018302828618968387,0.016638935108153077,0.009983361064891847,0.014975041597337771,0.019966722129783693,0.021630615640599003,0.011647254575707155,0.02329450915141431,0.008319467554076539,0.02329450915141431,0.019966722129783693,0.011647254575707155,0.016638935108153077,0.011647254575707155,0.019966722129783693,0.016638935108153077,0.016638935108153077,0.024958402662229616,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.009983361064891847,0.009983361064891847,0.013311148086522463,0.009983361064891847,0.016638935108153077,0.008319467554076539,0.014975041597337771,0.013311148086522463,0.016638935108153077,0.013311148086522463,0.009983361064891847,0.008319467554076539,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.07918367346938776,FARM_003,2024-10-16,38.22457493375407,-93.78614901540344,-1.4982282818580017,-0.17328046805133898,0.5421477275755111,0,0,0.3333333333333333,0.75,0.5,False,False,False,True,-0.3679563928715956,0.11733864333801756,-0.3679563928715956,0.11733864333801756,-0.36005679861225043,0.36123887400714094
S0002,0.5008291873963516,1.999217379906479,0.009950248756218905,0.013333333333333334,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.013311148086522463,0.016638935108153077,0.019966722129783693,0.018302828618968387,0.018302828618968387,0.011647254575707155,0.009983361064891847,0.02329450915141431,0.018302828618968387,0.011647254575707155,0.016638935108153077,0.019966722129783693,0.02329450915141431,0.013311148086522463,0.019966722129783693,0.011647254575707155,0.018302828618968387,0.0066555740432612314,0.014975041597337771,0.018302828618968387,0.018302828618968387,0.009983361064891847,0.013311148086522463,0.0066555740432612314,0.016638935108153077,0.016638935108153077,0.019966722129783693,0.018302828618968387,0.016638935108153077,0.009983361064891847,0.016638935108153077,0.019966722129783693,0.021630615640599003,0.011647254575707155,0.021630615640599003,0.009983361064891847,0.02329450915141431,0.019966722129783693,0.011647254575707155,0.018302828618968387,0.013311148086522463,0.019966722129783693,0.021630615640599003,0.018302828618968387,0.024958402662229616,0.018302828618968387,0.019966722129783693,0.016638935108153077,0.013311148086522463,0.0066555740432612314,0.014975041597337771,0.009983361064891847,0.018302828618968387,0.008319467554076539,0.014975041597337771,0.013311148086522463,0.013311148086522463,0.009983361064891847,0.009983361064891847,0.009983361064891847,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.04,FARM_020,2023-05-30,40.4289762710431,-99.26982355474212,-0.7368932730058808,-1.7248055747186202,0.3993446781306472,1,1,0.5,0.625,0.6666666666666666,False,False,False,True,-0.29373506995019266,0.20907825758954207,-0.29373506995019266,0.20907825758954207,-0.7130185375768293,0.39789422375716554
S0003,0.5008291873963516,1.9991855849150726,0.011608623548922056,0.0,0.016638935108153077,0.016638935108153077,0.014975041597337771,0.013311148086522463,0.016638935108153077,0.021630615640599003,0.019966722129783693,0.018302828618968387,0.011647254575707155,0.008319467554076539,0.019966722129783693,0.018302828618968387,0.013311148086522463,0.013311148086522463,0.019966722129783693,0.019966722129783693,0.014975041597337771,0.019966722129783693,0.013311148086522463,0.019966722129783693,0.008319467554076539,0.014975041597337771,0.018302828618968387,0.018302828618968387,0.008319467554076539,0.013311148086522463,0.008319467554076539,0.013311148086522463,0.016638935108153077,0.021630615640599003,0.019966722129783693,0.016638935108153077,0.011647254575707155,0.016638935108153077,0.021630615640599003,0.02329450915141431,0.013311148086522463,0.019966722129783693,0.009983361064891847,0.02329450915141431,0.018302828618968387,0.013311148086522463,0.016638935108153077,0.011647254575707155,0.021630615640599003,0.018302828618968387,0.016638935108153077,0.024958402662229616,0.021630615640599003,0.016638935108153077,0.016638935108153077,0.013311148086522463,0.008319467554076539,0.014975041597337771,0.009983361064891847,0.014975041597337771,0.0066555740432612314,0.013311148086522463,0.014975041597337771,0.013311148086522463,0.013311148086522463,0.009983361064891847,0.013311148086522463,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.0,FARM_003,2023-11-26,43.02818615076372,-97.99395820009448,0.16079692673752696,-1.3638182264976426,0.703359899922789,0,1,0.8333333333333334,0.9375,0.8333333333333334,False,False,False,True,-0.5950732965847599,0.06881539164229883,-0.5950732965847599,0.06881539164229883,-0.11224797164234042,0.45493190571891884
S0004,0.4975124378109453,1.9991647686137615,0.011608623548922056,0.013333333333333334,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.013311148086522463,0.016638935108153077,0.021630615640599003,0.021630615640599003,0.018302828618968387,0.009983361064891847,0.009983361064891847,0.021630615640599003,0.018302828618968387,0.014975041597337771,0.014975041597337771,0.018302828618968387,0.021630615640599003,0.014975041597337771,0.019966722129783693,0.016638935108153077,0.018302828618968387,0.008319467554076539,0.013311148086522463,0.016638935108153077,0.016638935108153077,0.008319467554076539,0.013311148086522463,0.008319467554076539,0.013311148086522463,0.016638935108153077,0.016638935108153077,0.018302828618968387,0.018302828618968387,0.011647254575707155,0.018302828618968387,0.021630615640599003,0.021630615640599003,0.011647254575707155,0.019966722129783693,0.0066555740432612314,0.021630615640599003,0.019966722129783693,0.014975041597337771,0.018302828618968387,0.013311148086522463,0.018302828618968387,0.016638935108153077,0.018302828618968387,0.024958402662229616,0.018302828618968387,0.016638935108153077,0.016638935108153077,0.011647254575707155,0.008319467554076539,0.014975041597337771,0.009983361064891847,0.019966722129783693,0.008319467554076539,0.016638935108153077,0.013311148086522463,0.013311148086522463,0.014975041597337771,0.009983361064891847,0.011647254575707155,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.04,FARM_015,2023-07-15,39.58361569922069,-97.1687892359632,-1.0288558061184543,-1.1303487972111423,0.5717780102637301,0,0,1.0,0.875,0.5,False,False,False,True,-0.42781840291205,-0.029352094602185637,-0.42781840291205,-0.029352094602185637,-0.5186800486793456,0.4067213419628264
S0005,0.49585406301824214,1.9987777831599942,0.013266998341625208,0.0,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.013311148086522463,0.014975041597337771,0.021630615640599003,0.019966722129783693,0.018302828618968387,0.011647254575707155,0.011647254575707155,0.021630615640599003,0.018302828618968387,0.011647254575707155,0.013311148086522463,0.021630615640599003,0.026622296173044926,0.016638935108153077,0.019966722129783693,0.013311148086522463,0.016638935108153077,0.013311148086522463,0.013311148086522463,0.018302828618968387,0.018302828618968387,0.0066555740432612314,0.013311148086522463,0.0066555740432612314,0.014975041597337771,0.014975041597337771,0.019966722129783693,0.018302828618968387,0.018302828618968387,0.009983361064891847,0.016638935108153077,0.019966722129783693,0.021630615640599003,0.011647254575707155,0.016638935108153077,0.0066555740432612314,0.019966722129783693,0.018302828618968387,0.009983361064891847,0.018302828618968387,0.013311148086522463,0.021630615640599003,0.016638935108153077,0.016638935108153077,0.028286189683860232,0.021630615640599003,0.016638935108153077,0.016638935108153077,0.013311148086522463,0.0066555740432612314,0.013311148086522463,0.011647254575707155,0.018302828618968387,0.008319467554076539,0.014975041597337771,0.014975041597337771,0.014975041597337771,0.013311148086522463,0.009983361064891847,0.013311148086522463,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.04,FARM_012,2023-09-19,45.58260973537042,-88.28536253992087,1.0430192650664836,1.3830862094204226,0.5040832963447779,0,0,0.8333333333333334,0.75,0.5,False,False,False,True,-0.09922331617721845,0.1016562228883954,-0.09922331617721845,0.1016562228883954,0.20110182177086453,0.32009813826716216
S0006,0.4925373134328358,1.9994504463026348,0.008291873963515755,0.02666666666666667,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.011647254575707155,0.014975041597337771,0.019966722129783693,0.019966722129783693,0.019966722129783693,0.011647254575707155,0.009983361064891847,0.021630615640599003,0.018302828618968387,0.011647254575707155,0.014975041597337771,0.021630615640599003,0.024958402662229616,0.013311148086522463,0.021630615640599003,0.013311148086522463,0.014975041597337771,0.009983361064891847,0.014975041597337771,0.019966722129783693,0.018302828618968387,0.008319467554076539,0.013311148086522463,0.008319467554076539,0.018302828618968387,0.014975041597337771,0.019966722129783693,0.018302828618968387,0.014975041597337771,0.008319467554076539,0.016638935108153077,0.021630615640599003,0.024958402662229616,0.011647254575707155,0.018302828618968387,0.008319467554076539,0.021630615640599003,0.019966722129783693,0.013311148086522463,0.018302828618968387,0.013311148086522463,0.019966722129783693,0.018302828618968387,0.016638935108153077,0.024958402662229616,0.018302828618968387,0.016638935108153077,0.016638935108153077,0.013311148086522463,0.008319467554076539,0.013311148086522463,0.009983361064891847,0.018302828618968387,0.009983361064891847,0.013311148086522463,0.013311148086522463,0.013311148086522463,0.013311148086522463,0.009983361064891847,0.009983361064891847,0.011647254575707155,0.09139038111152749,0.2985177515715975,536,0.04,FARM_020,2024-10-10,46.70851805030384,-99.20203598710891,1.4318746891748209,-1.7056260788626343,0.17823635823404105,0,1,0.6666666666666666,0.875,1.0,False,False,False,True,0.4494684305150503,0.24662256564865717,0.4494684305150503,0.24662256564865717,-0.004349348995402957,0.5175459854511556
S0007,0.4925373134328358,1.9992892716978985,0.014925373134328358,0.02666666666666667,0.018302828618968387,0.016638935108153077,0.014975041597337771,0.011647254575707155,0.014975041597337771,0.021630615640599003,0.019966722129783693,0.018302828618968387,0.011647254575707155,0.013311148086522463,0.02329450915141431,0.016638935108153077,0.011647254575707155,0.014975041597337771,0.021630615640599003,0.024958402662229616,0.014975041597337771,0.016638935108153077,0.014975041597337771,0.016638935108153077,0.008319467554076539,0.016638935108153077,0.016638935108153077,0.016638935108153077,0.008319467554076539,0.014975041597337771,0.008319467554076539,0.013311148086522463,0.014975041597337771,0.019966722129783693,0.019966722129783693,0.019966722129783693,0.011647254575707155,0.016638935108153077,0.018302828618968387,0.019966722129783693,0.013311148086522463,0.019966722129783693,0.008319467554076539,0.019966722129783693,0.019966722129783693,0.011647254575707155,0.016638935108153077,0.013311148086522463,0.019966722129783693,0.018302828618968387,0.016638935108153077,0.024958402662229616,0.018302828618968387,0.014975041597337771,0.018302828618968387,0.014975041597337771,0.008319467554076539,0.014975041597337771,0.013311148086522463,0.014975041597337771,0.011647254575707155,0.016638935108153077,0.011647254575707155,0.014975041597337771,0.011647254575707155,0.009983361064891847,0.011647254575707155,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.07918367346938776,FARM_003,2024-01-31,37.76474879201066,-92.82409140100424,-1.6570386281287894,0.09891959270952448,0.4457026532950531,0,1,0.8333333333333334,0.9375,0.6666666666666666,False,False,False,True,-0.3615606001017364,0.13583107279083328,-0.3615606001017364,0.13583107279083328,-0.29736509767939784,0.5584220629320089
S0008,0.494195688225539,1.9985974380697726,0.01990049751243781,0.04,0.02329450915141431,0.016638935108153077,0.013311148086522463,0.014975041597337771,0.014975041597337771,0.021630615640599003,0.016638935108153077,0.016638935108153077,0.009983361064891847,0.008319467554076539,0.02329450915141431,0.018302828618968387,0.013311148086522463,0.014975041597337771,0.019966722129783693,0.024958402662229616,0.013311148086522463,0.016638935108153077,0.011647254575707155,0.014975041597337771,0.008319467554076539,0.014975041597337771,0.014975041597337771,0.019966722129783693,0.009983361064891847,0.014975041597337771,0.008319467554076539,0.016638935108153077,0.018302828618968387,0.019966722129783693,0.019966722129783693,0.018302828618968387,0.008319467554076539,0.014975041597337771,0.019966722129783693,0.019966722129783693,0.011647254575707155,0.018302828618968387,0.0066555740432612314,0.02329450915141431,0.019966722129783693,0.011647254575707155,0.018302828618968387,0.014975041597337771,0.019966722129783693,0.018302828618968387,0.018302828618968387,0.024958402662229616,0.019966722129783693,0.019966722129783693,0.021630615640599003,0.013311148086522463,0.008319467554076539,0.013311148086522463,0.008319467554076539,0.018302828618968387,0.009983361064891847,0.014975041597337771,0.014975041597337771,0.016638935108153077,0.009983361064891847,0.009983361064891847,0.009983361064891847,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.22775510204081634,FARM_006,2023-10-28,41.05242010583789,-96.91600188369338,-0.521574215875378,-1.0588263315941602,0.761107757282335,1,0,0.3333333333333333,0.625,0.5,False,False,True,False,-0.5670565269743277,0.15587771275032872,-0.5670565269743277,0.15587771275032872,0.22756553773102017,0.4850256738860851
S0009,0.4975124378109453,1.9991647686137615,0.013266998341625208,0.04,0.018302828618968387,0.014975041597337771,0.013311148086522463,0.013311148086522463,0.014975041597337771,0.021630615640599003,0.018302828618968387,0.016638935108153077,0.011647254575707155,0.009983361064891847,0.021630615640599003,0.019966722129783693,0.016638935108153077,0.014975041597337771,0.019966722129783693,0.024958402662229616,0.013311148086522463,0.018302828618968387,0.013311148086522463,0.016638935108153077,0.008319467554076539,0.016638935108153077,0.018302828618968387,0.019966722129783693,0.008319467554076539,0.016638935108153077,0.009983361064891847,0.014975041597337771,0.016638935108153077,0.021630615640599003,0.018302828618968387,0.018302828618968387,0.009983361064891847,0.018302828618968387,0.019966722129783693,0.019966722129783693,0.011647254575707155,0.019966722129783693,0.008319467554076539,0.021630615640599003,0.019966722129783693,0.011647254575707155,0.016638935108153077,0.013311148086522463,0.019966722129783693,0.019966722129783693,0.016638935108153077,0.024958402662229616,0.016638935108153077,0.016638935108153077,0.016638935108153077,0.013311148086522463,0.008319467554076539,0.014975041597337771,0.011647254575707155,0.021630615640599003,0.008319467554076539,0.011647254575707155,0.011647254575707155,0.013311148086522463,0.014975041597337771,0.009983361064891847,0.008319467554076539,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.19183673469387755,FARM_005,2023-04-17,45.98552512239033,-94.44287273766024,1.1821743202528971,-0.3590907921170512,0.7152369042522737,1,0,1.0,0.875,0.5,False,False,False,True,0.5873571179727586,0.4819710256201448,0.5873571179727586,0.4819710256201448,-0.27364733611203174,0.5013295248934929
S0010,0.49585406301824214,1.9997543417917796,0.011608623548922056,0.0,0.019966722129783693,0.016638935108153077,0.013311148086522463,0.013311148086522463,0.016638935108153077,0.021630615640599003,0.018302828618968387,0.016638935108153077,0.009983361064891847,0.013311148086522463,0.021630615640599003,0.018302828618968387,0.011647254575707155,0.013311148086522463,0.021630615640599003,0.02329450915141431,0.014975041597337771,0.019966722129783693,0.016638935108153077,0.019966722129783693,0.0066555740432612314,0.013311148086522463,0.016638935108153077,0.016638935108153077,0.009983361064891847,0.013311148086522463,0.008319467554076539,0.014975041597337771,0.016638935108153077,0.018302828618968387,0.018302828618968387,0.016638935108153077,0.011647254575707155,0.019966722129783693,0.019966722129783693,0.021630615640599003,0.011647254575707155,0.018302828618968387,0.008319467554076539,0.021630615640599003,0.018302828618968387,0.011647254575707155,0.019966722129783693,0.016638935108153077,0.018302828618968387,0.016638935108153077,0.013311148086522463,0.024958402662229616,0.018302828618968387,0.014975041597337771,0.016638935108153077,0.013311148086522463,0.008319467554076539,0.014975041597337771,0.013311148086522463,0.019966722129783693,0.009983361064891847,0.014975041597337771,0.013311148086522463,0.014975041597337771,0.014975041597337771,0.008319467554076539,0.011647254575707155,0.008319467554076539,0.09139038111152749,0.2985177515715975,536,0.04,FARM_013,2024-03-11,42.9381762151133,-88.30591449618643,0.12971015773770964,1.3772713354871866,0.6974763169205814,1,0,0.5,0.6875,0.5,False,False,True,False,-0.19866643287423444,-0.3694599423319527,-0.19866643287423444,-0.3694599423319527,1.0650868819715746,0.3393383786122114
